filename,processing_time,codes_found,detection_success,megapixels,file_size_mb,strategies_used,overall_quality_score,resolution_category,contrast_score,contrast_category,sharpness_score,sharpness_category,brightness,lighting_category,noise_level,noise_category,has_qr_code,has_barcode,resolution_range,contrast_range
06102009241.jpg,0.577935,1,1,1.92,0.17373180389404297,1,47.89048757712955,medium,0.2524081529648425,medium,149.42502640950485,moderate,117.192946875,optimal,0.5385492601703181,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009242.jpg,0.573159,1,1,1.92,0.16152667999267578,1,45.35878877904494,medium,0.247465717601747,medium,95.45748851157529,blurred,110.05446354166666,optimal,0.47773663522602333,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009243.jpg,0.614956,1,1,1.92,0.20781421661376953,1,48.732156300888086,medium,0.25360112215673747,medium,207.69865475092203,moderate,114.18697083333333,optimal,0.7120198211498102,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009244.jpg,0.599792,1,1,1.92,0.1872262954711914,1,43.785226464368364,medium,0.24039129408955986,medium,138.05508351626926,moderate,95.18694895833333,optimal,0.6072190868884713,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009245.jpg,0.737407,1,1,1.92,0.2065134048461914,1,49.32455113595593,medium,0.250690402789706,medium,251.84130151532946,moderate,111.46626770833333,optimal,0.7236462102320447,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009246.jpg,0.640383,1,1,1.92,0.198333740234375,1,49.67743207134038,medium,0.24239567587821015,medium,230.969738445308,moderate,117.7751953125,optimal,0.6312437279240452,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009247.jpg,0.548968,1,1,1.92,0.16343116760253906,1,49.38740533444148,medium,0.26442522916291084,medium,139.3552559991047,moderate,116.18649375,optimal,0.5077764383139408,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009248.jpg,0.656699,1,1,1.92,0.2098674774169922,1,50.17962438585718,medium,0.25956835958338187,medium,287.05929323616306,moderate,106.89499166666667,optimal,0.7342600339419502,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009249.jpg,0.583589,1,1,1.92,0.17171955108642578,1,45.25900543364463,medium,0.25678265267165323,medium,138.09584185025375,moderate,99.86054583333333,optimal,0.5060893385524161,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009250.jpg,0.572335,1,1,1.92,0.19576263427734375,1,47.042762944072614,medium,0.2559487544056494,medium,237.51269150257127,moderate,98.0506984375,optimal,0.6742749193191794,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009251.jpg,0.585289,1,1,1.92,0.18593406677246094,1,48.94063568919763,medium,0.26191081838125985,medium,184.51050650882135,moderate,112.54058125,optimal,0.5942242069765223,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009252.jpg,0.629568,1,1,1.92,0.2164297103881836,1,50.097926305027826,medium,0.2559036328644786,medium,225.96393696277957,moderate,118.34708802083334,optimal,0.7491425626622277,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009253.jpg,0.566106,1,1,1.92,0.16499042510986328,1,43.71099863972486,medium,0.23795319944839113,medium,71.58864188327881,blurred,104.91159322916667,optimal,0.48426790010284054,low,False,True,800x600 - 1920x1080,Low (<0.4)
06102009255.jpg,0.662044,1,1,1.92,0.2073974609375,1,46.76811558748676,medium,0.19428193579609299,medium,111.30933437491214,moderate,128.97003958333335,optimal,0.641071722343917,low,False,True,800x600 - 1920x1080,Low (<0.4)
PICT0001.JPG,2.126711,1,1,6.642432,1.6580266952514648,1,40.27610736948023,high,0.2115280155184476,medium,36.460103986068326,blurred,92.66207753425252,optimal,0.45882346664287077,low,False,True,> 1920x1080,Low (<0.4)
PICT0002.JPG,1.846843,1,1,6.642432,1.5700349807739258,1,43.751337397808186,high,0.22932495673530257,medium,19.242864587202646,blurred,74.38733117629205,optimal,0.39896618034799963,low,False,True,> 1920x1080,Low (<0.4)
PICT0003.JPG,1.867916,1,1,6.642432,1.5693740844726562,1,40.93621061217133,high,0.20966926459476315,medium,22.034615628767586,blurred,70.49792079166185,optimal,0.39688173926751585,low,False,True,> 1920x1080,Low (<0.4)
PICT0004.JPG,1.898643,1,1,6.642432,1.5620079040527344,1,37.619139190406095,high,0.226054979023729,medium,15.332383343277034,blurred,69.73220681822562,uneven,0.39791073126055615,low,False,True,> 1920x1080,Low (<0.4)
PICT0005.JPG,1.896142,1,1,6.642432,1.6179418563842773,1,39.90186566195325,high,0.2374830494741647,medium,31.17733760012575,blurred,76.38185923468994,optimal,0.41192788885463794,low,False,True,> 1920x1080,Low (<0.4)
PICT0006.JPG,2.339175,1,1,6.642432,1.6075305938720703,1,41.19853796218406,high,0.21353294343776666,medium,49.24645776131861,blurred,96.49663843002081,optimal,0.5076746646590764,low,False,True,> 1920x1080,Low (<0.4)
PICT0007.JPG,2.166859,1,1,6.642432,1.6658906936645508,1,40.55936268260163,high,0.2098700505272251,medium,37.20482147370368,blurred,94.6653849072147,optimal,0.46698125972978194,low,False,True,> 1920x1080,Low (<0.4)
PICT0008.JPG,1.796747,1,1,6.642432,1.5685596466064453,1,44.7272046295875,high,0.2257758812380405,medium,11.11358140110376,blurred,102.73740295723012,optimal,0.34318442046670167,low,False,True,> 1920x1080,Low (<0.4)
PICT0009.JPG,1.630246,1,1,6.642432,1.5785341262817383,1,46.55263640140518,high,0.2063236073955833,medium,30.716330401115417,blurred,101.89473102622654,optimal,0.35784442246170034,low,False,True,> 1920x1080,Low (<0.4)
PICT000fghgh3.JPG,2.23621,1,1,6.642432,1.5900840759277344,1,40.69669593528073,high,0.1900183156934765,medium,25.251697272971477,blurred,100.71056655152812,optimal,0.482790318531946,low,False,True,> 1920x1080,Low (<0.4)
PICT0010.JPG,1.700963,1,1,6.642432,1.5330991744995117,1,50.43511255121527,high,0.20135642295323022,medium,8.71284267382784,blurred,103.43000575692759,optimal,0.33070479801593955,low,False,True,> 1920x1080,Low (<0.4)
PICT0011.JPG,1.717034,1,1,6.642432,1.5385732650756836,1,48.44205953483529,high,0.18703006733557834,medium,11.981145869141033,blurred,91.32094555126797,optimal,0.3375824456922254,low,False,True,> 1920x1080,Low (<0.4)
PICT0012.JPG,1.666701,1,1,6.642432,1.5674123764038086,1,39.98331005050977,high,0.189885169320281,medium,16.556478250573363,blurred,96.78610409560835,optimal,0.3598651145432887,low,False,True,> 1920x1080,Low (<0.4)
PICT0013.JPG,1.66022,1,1,6.642432,1.588984489440918,1,48.75964552496792,high,0.23411767270248734,medium,9.365195555953465,blurred,92.72435532648284,optimal,0.34742347692091974,low,False,True,> 1920x1080,Low (<0.4)
PICT0014.JPG,1.864077,1,1,6.642432,1.6083288192749023,1,39.227509918992595,high,0.2200111105432104,medium,19.80296971640414,blurred,82.67786798570162,optimal,0.38592453362041435,low,False,True,> 1920x1080,Low (<0.4)
PICT0015.JPG,1.711236,1,1,6.642432,1.5692577362060547,1,47.21898486079543,high,0.1728661542723465,medium,15.991657382110754,blurred,108.81513819034956,optimal,0.3573164774421919,low,False,True,> 1920x1080,Low (<0.4)
PICT0016.JPG,1.638855,1,1,6.642432,1.5800657272338867,1,41.21938619350696,high,0.2013027661439579,medium,24.206225068862192,blurred,101.68825665057618,optimal,0.3694376692568721,low,False,True,> 1920x1080,Low (<0.4)
PICT0017.JPG,1.704752,1,1,6.642432,1.5917606353759766,1,41.67748190247653,high,0.20251311096652763,medium,30.99131354993507,blurred,103.48790834441361,optimal,0.3935260977940384,low,False,True,> 1920x1080,Low (<0.4)
PICT0018.JPG,1.548551,1,1,6.642432,1.506429672241211,1,50.17975867484912,high,0.20433570620166747,medium,12.046702618132818,blurred,103.48133861212278,optimal,0.3337265761552809,low,False,True,> 1920x1080,Low (<0.4)
PICT0019.JPG,1.921977,1,1,6.642432,1.5747346878051758,1,40.5107304122557,high,0.25409284489982487,medium,28.07112593941819,blurred,88.56967508286122,optimal,0.4366512246644001,low,False,True,> 1920x1080,Low (<0.4)
PICT001gfghfg7.JPG,1.883996,1,1,6.642432,1.5956058502197266,1,48.541329048975555,high,0.20230552734428592,medium,11.99092316572832,blurred,103.02501102006012,optimal,0.3925248227570396,low,False,True,> 1920x1080,Low (<0.4)
PICT0020.JPG,1.815946,1,1,6.642432,1.5627574920654297,1,39.965715181784155,high,0.2430818106694157,medium,19.42543754209505,blurred,87.96095872716499,optimal,0.3947634709020451,low,False,True,> 1920x1080,Low (<0.4)
PICT0021.JPG,1.794357,2,1,6.642432,1.6069965362548828,1,48.15787052461671,high,0.22850600455104556,medium,11.576385724603961,blurred,84.1825998369272,optimal,0.36944472448204624,low,False,True,> 1920x1080,Low (<0.4)
PICT0022.JPG,1.729231,1,1,6.642432,1.6165761947631836,1,39.79578271636223,high,0.247396487405645,medium,19.949720524001087,blurred,86.16925096109377,optimal,0.4046177306779411,low,False,True,> 1920x1080,Low (<0.4)
PICT0022fhghg.JPG,2.101374,2,1,6.642432,1.588313102722168,1,40.994092154974055,high,0.216700278300385,medium,16.48974737791706,blurred,99.34170707355378,optimal,0.4186713612664502,low,False,True,> 1920x1080,Low (<0.4)
PICT0023.JPG,1.861725,1,1,6.642432,1.5786762237548828,1,46.113378223553426,high,0.2375935701049546,medium,13.258443737414344,blurred,86.63904169436736,optimal,0.38793980829695823,low,False,True,> 1920x1080,Low (<0.4)
PICT0024.JPG,1.975423,1,1,6.642432,1.6087408065795898,1,40.89401853837262,high,0.2548243037226181,medium,35.87002552546984,blurred,89.81378958790997,optimal,0.46177727524682866,low,False,True,> 1920x1080,Low (<0.4)
PICT0025.JPG,1.958679,1,1,6.642432,1.5876693725585938,1,43.65795351778095,high,0.2811924780778449,high,27.551180498171316,blurred,104.46187932371758,optimal,0.4468150954378958,low,False,True,> 1920x1080,Low (<0.4)
PICT0026.JPG,1.513474,1,1,6.642432,1.5514812469482422,1,42.174521117350835,high,0.22565500324207136,medium,18.426583965734256,blurred,104.81559826280495,optimal,0.36918103544116065,low,False,True,> 1920x1080,Low (<0.4)
PICT0027.JPG,1.700494,1,1,6.642432,1.5908870697021484,1,42.972582366569846,high,0.25896208093868994,medium,8.029591420343708,blurred,106.16258894332678,optimal,0.35516457077097985,low,False,True,> 1920x1080,Low (<0.4)
PICT0028.JPG,1.372362,1,1,6.642432,1.424001693725586,1,51.18132368705639,high,0.1417776891553391,medium,4.56748925576516,blurred,114.91091711589972,optimal,0.288261823229608,low,False,True,> 1920x1080,Low (<0.4)
PICT0030.JPG,1.681749,2,1,6.642432,1.4915924072265625,1,48.3957596111278,high,0.23402479885946484,medium,6.8184402885815025,blurred,87.88965803488843,optimal,0.32646133204598765,low,False,True,> 1920x1080,Low (<0.4)
PICT0031.JPG,1.690019,3,1,6.642432,1.5053644180297852,1,46.94537467232212,high,0.22174016421103046,medium,8.910477464090498,blurred,90.43351531487262,optimal,0.33987432299144693,low,False,True,> 1920x1080,Low (<0.4)
PICT0032.JPG,1.785374,1,1,6.642432,1.5343103408813477,1,44.14431134482902,high,0.2338608329601831,medium,12.495828679982624,blurred,85.543828676003,optimal,0.34078054146783976,low,False,True,> 1920x1080,Low (<0.4)
PICT0033.JPG,1.615156,1,1,6.642432,1.4873991012573242,1,45.84031706116541,high,0.21836034227280504,medium,12.585335907845852,blurred,84.42877488245269,optimal,0.3329466588081226,low,False,True,> 1920x1080,Low (<0.4)
PICT0034.JPG,1.574109,1,1,6.642432,1.4233713150024414,1,49.17255263991463,high,0.2052473087616957,medium,5.024793926469769,blurred,105.59372666517324,optimal,0.29690850562524185,low,False,True,> 1920x1080,Low (<0.4)
PICT0035.JPG,1.616676,2,1,6.642432,1.4938316345214844,1,45.02993743591837,high,0.2210510380913903,medium,8.230655879718395,blurred,81.55360084980923,optimal,0.32942515654996957,low,False,True,> 1920x1080,Low (<0.4)
PICT0036.JPG,5.934481,1,1,6.642432,1.576643943786621,2,40.17697974082817,high,0.23064806774798483,medium,19.63632083345524,blurred,91.2921018988226,optimal,0.40045968332706244,low,False,True,> 1920x1080,Low (<0.4)
PICT0037.JPG,1.646592,2,1,6.642432,1.5058917999267578,1,47.694125037233924,high,0.2293760091036156,medium,10.619770573980642,blurred,81.96872937502408,optimal,0.339889378338024,low,False,True,> 1920x1080,Low (<0.4)
PICT0038.JPG,1.598739,1,1,6.642432,1.4762563705444336,1,45.26869049222806,high,0.21601995016190303,medium,10.479418364069916,blurred,77.70157993337381,optimal,0.32743552005776405,low,False,True,> 1920x1080,Low (<0.4)
PICT0039.JPG,1.566126,1,1,6.642432,1.4602670669555664,1,46.70115180781529,high,0.20992897418229226,medium,10.52734218585168,blurred,76.7419520440706,optimal,0.3222322284987118,low,False,True,> 1920x1080,Low (<0.4)
PICT0041.JPG,1.587724,1,1,6.642432,1.5655555725097656,1,39.960831343680205,high,0.24217936180082966,medium,8.810856010380004,blurred,89.4801771399391,optimal,0.35003031962970366,low,False,True,> 1920x1080,Low (<0.4)
PICT0042.JPG,1.58012,2,1,6.642432,1.4818363189697266,1,46.69655678608805,high,0.2215772838149179,medium,7.330662724121587,blurred,79.4347379092477,optimal,0.3137643834626274,low,False,True,> 1920x1080,Low (<0.4)
PICT0048.JPG,1.806986,1,1,6.642432,1.5982046127319336,1,50.66708369441456,high,0.15938733602779673,medium,10.026457625199981,blurred,107.16937832408371,optimal,0.3791440212764376,low,False,True,> 1920x1080,Low (<0.4)
PICT0050.JPG,1.808495,2,1,6.642432,1.5945110321044922,1,48.77112098520228,high,0.15796380044561015,medium,9.992314069130963,blurred,103.39997850184993,optimal,0.3781516912570703,low,False,True,> 1920x1080,Low (<0.4)
PICT00awd25.JPG,1.573831,1,1,6.642432,1.4828758239746094,1,40.1973642491028,high,0.19173662140055123,medium,9.168254027558666,blurred,93.62363559009712,optimal,0.31754598415599705,low,False,True,> 1920x1080,Low (<0.4)
PICT00daw23.JPG,1.439656,1,1,6.642432,1.431330680847168,1,46.776139142772635,high,0.1643249541769963,medium,7.487249648227022,blurred,89.28560307429568,optimal,0.3062801754006064,low,False,True,> 1920x1080,Low (<0.4)
PICT00dfs31.JPG,1.538936,1,1,6.642432,1.4426641464233398,1,48.3169158946688,high,0.21548300343819218,medium,10.017992190024977,blurred,90.79798965198289,optimal,0.3093310563437913,low,False,True,> 1920x1080,Low (<0.4)
PICT00dsf33.JPG,1.469566,1,1,6.642432,1.4443073272705078,1,50.072077919198264,high,0.2187701977853438,medium,6.4482528293487125,blurred,98.59060205659614,optimal,0.30369286054721534,low,False,True,> 1920x1080,Low (<0.4)
PICT00fghgh02.JPG,2.01141,1,1,6.642432,1.6024541854858398,1,47.06321761121621,high,0.1583692340088148,medium,14.99115035944923,blurred,86.2769413371488,optimal,0.4332931894538099,low,False,True,> 1920x1080,Low (<0.4)
PICT00gfh11.JPG,1.661483,1,1,6.642432,1.568131446838379,1,49.508539788124224,high,0.15157994048077716,medium,6.823545342896136,blurred,101.24791386648745,optimal,0.3335730620146602,low,False,True,> 1920x1080,Low (<0.4)
PICT00gfhgfgh20.JPG,1.763987,1,1,6.642432,1.5692071914672852,1,48.12573532651858,high,0.2147304251686747,medium,16.444525589420824,blurred,146.9500097253536,optimal,0.3844567948118537,low,False,True,> 1920x1080,Low (<0.4)
PICT00gfhh38.JPG,47.383814,1,1,6.642432,1.6149663925170898,3,46.313063020824565,high,0.17677190933627396,medium,14.271390183404215,blurred,112.87251672279069,optimal,0.4117559807340988,low,False,True,> 1920x1080,Low (<0.4)
PICT00gh03.JPG,1.620483,1,1,6.642432,1.566049575805664,1,47.38881670761988,high,0.22599950715760758,medium,10.923287727846505,blurred,104.91068662803022,optimal,0.3319564705535404,low,False,True,> 1920x1080,Low (<0.4)
PICT00ghhgh26.JPG,1.885503,1,1,6.642432,1.5735702514648438,1,43.142636222462244,high,0.2233306806141718,medium,13.717844606654529,blurred,112.32453023230046,optimal,0.4031110621447585,low,False,True,> 1920x1080,Low (<0.4)
PICT00hfghg10.JPG,1.698328,1,1,6.642432,1.5785322189331055,1,46.28421529125521,high,0.14570648642661593,medium,11.954802542023902,blurred,129.35040388821443,optimal,0.37863963566956443,low,False,True,> 1920x1080,Low (<0.4)
PICT00sdf27.JPG,1.394486,1,1,6.642432,1.4466371536254883,1,50.53101908394169,high,0.10408921547184914,low,3.2946901017443904,blurred,115.50585252509924,optimal,0.2721436573744994,low,False,False,> 1920x1080,Low (<0.4)
PICT00sdf37.JPG,1.528815,1,1,6.642432,1.459299087524414,1,49.01375071586474,high,0.22032929589806877,medium,5.117205264026225,blurred,96.03504559775696,optimal,0.30515329215827414,low,False,True,> 1920x1080,Low (<0.4)
PICT0dfs038.JPG,1.842361,1,1,6.642432,1.5548992156982422,1,46.67232296672209,high,0.18970004013322167,medium,10.68178457942078,blurred,88.48345952205457,optimal,0.3958130616328707,low,False,True,> 1920x1080,Low (<0.4)
PICT0fgfgh015.JPG,1.866668,1,1,6.642432,1.5567607879638672,1,46.25309051904422,high,0.14231627245786568,medium,12.316324163199107,blurred,95.3771252758026,optimal,0.3878918075685409,low,False,True,> 1920x1080,Low (<0.4)
PICT0fgh004.JPG,2.224616,1,1,6.642432,1.5997600555419922,1,39.18222779957483,high,0.1949327804384139,medium,32.178430273927056,blurred,89.15172229087177,optimal,0.4801363569978916,low,False,True,> 1920x1080,Low (<0.4)
PICT0gh009.JPG,1.635969,2,1,6.642432,1.561624526977539,1,50.387926181222525,high,0.1378141809449591,medium,6.42914071005423,blurred,109.09706068500212,optimal,0.331421281329612,low,False,True,> 1920x1080,Low (<0.4)
PICT0ghfghg023.JPG,2.025267,2,1,6.642432,1.6312685012817383,1,41.25990429712289,high,0.21648180532442754,medium,21.65702951601045,blurred,100.35069549827533,optimal,0.4348521422449798,low,False,True,> 1920x1080,Low (<0.4)
PICT0ghgfhg012.JPG,1.704204,1,1,6.642432,1.5869216918945312,1,51.23332864124498,high,0.1583929647129485,medium,10.885838025854643,blurred,126.14811593103249,optimal,0.3750144467985834,low,False,True,> 1920x1080,Low (<0.4)
PICT0hhfhg011.JPG,1.774014,2,1,6.642432,1.5945920944213867,1,51.86174441111457,high,0.13918270956613726,medium,11.754456499132576,blurred,124.38287422438047,optimal,0.3827219653359842,low,False,True,> 1920x1080,Low (<0.4)
PICT0wa016.JPG,1.786034,1,1,6.642432,1.5659799575805664,1,45.59933563545034,high,0.17653819849606156,medium,8.333645098816117,blurred,91.31639586223841,optimal,0.35431668388843796,low,False,True,> 1920x1080,Low (<0.4)
PICT0wad018.JPG,1.959175,1,1,6.642432,1.5821866989135742,1,38.289084286253804,high,0.21866361294649542,medium,31.971733284442536,blurred,79.29361896365668,optimal,0.41501410891677576,low,False,True,> 1920x1080,Low (<0.4)
PICTadw0020.JPG,1.86432,1,1,6.642432,1.583134651184082,1,40.63527786132148,high,0.2472870656069746,medium,29.125915926617175,blurred,90.15964950789109,optimal,0.4177367959031968,low,False,True,> 1920x1080,Low (<0.4)
PICTfgh0008.JPG,1.536895,2,1,6.642432,1.5662822723388672,1,50.65952544984607,high,0.1399069859756969,medium,6.51234892668912,blurred,110.47732186042703,optimal,0.3307339008197831,low,False,True,> 1920x1080,Low (<0.4)
PICTfhghgfh0039.JPG,1.946579,3,1,6.642432,1.6046037673950195,1,46.7282137355008,high,0.1493972844840537,medium,12.85136497055734,blurred,94.72769040014259,optimal,0.4015339043529159,low,False,True,> 1920x1080,Low (<0.4)
PICTgf0010.JPG,1.701329,1,1,6.642432,1.5701217651367188,1,49.68024876137714,high,0.15671530570127215,medium,7.307225262606054,blurred,105.23866469389525,optimal,0.33742943549626,low,False,True,> 1920x1080,Low (<0.4)
PICTsdf0036.JPG,1.553967,1,1,6.642432,1.4734611511230469,1,43.789262930597204,high,0.20510627787962832,medium,6.097644625005468,blurred,90.75467614873588,optimal,0.3075078475739986,low,False,True,> 1920x1080,Low (<0.4)
PICTwa0015.JPG,1.745016,1,1,6.642432,1.594583511352539,1,46.596744449652,high,0.17721697819188312,medium,7.346862563786497,blurred,92.04698685662119,optimal,0.34895263398434506,low,False,True,> 1920x1080,Low (<0.4)
PICawdT0024.JPG,1.479704,1,1,6.642432,1.4252023696899414,1,47.536735989459274,high,0.17531494645271894,medium,6.960678703463832,blurred,94.2265384124369,optimal,0.30460090582298366,low,False,True,> 1920x1080,Low (<0.4)
PICfggfhT0018.JPG,1.906001,2,1,6.642432,1.6108436584472656,1,41.09186346736242,high,0.21648855585385307,medium,13.610888265625697,blurred,100.33897539334991,optimal,0.40006975615002427,low,False,True,> 1920x1080,Low (<0.4)
PICfhghhgfT0019.JPG,1.756241,1,1,6.642432,1.587179183959961,1,49.722307693335416,high,0.20143643128813282,medium,15.899424485885708,blurred,148.22000827407794,optimal,0.39066608588904816,low,False,True,> 1920x1080,Low (<0.4)
PICgfhT0012.JPG,1.54953,1,1,6.642432,1.548583984375,1,48.99187694464959,high,0.1560458711026973,medium,6.019783388144347,blurred,102.89919083853624,optimal,0.32581300724694445,low,False,True,> 1920x1080,Low (<0.4)
PICgfhghfT0021.JPG,1.744019,1,1,6.642432,1.6048583984375,1,47.95426094637976,high,0.19493365205545882,medium,11.511298417248794,blurred,150.08973851745867,optimal,0.3717074359843423,low,False,True,> 1920x1080,Low (<0.4)
PIChT0002.JPG,1.917599,1,1,6.642432,1.6186943054199219,1,45.2389003945019,high,0.21139541621428556,medium,20.235210979381943,blurred,95.84934283105947,optimal,0.4061996129509271,low,False,True,> 1920x1080,Low (<0.4)
PIChgfghT0025.JPG,1.88815,1,1,6.642432,1.6120414733886719,1,49.130081405971254,high,0.23057892672315583,medium,11.980585421130836,blurred,125.473911212038,optimal,0.3930133971003527,low,False,True,> 1920x1080,Low (<0.4)
PICsdT0032.JPG,1.511487,1,1,6.642432,1.4598102569580078,1,47.744326983723695,high,0.2122668692346793,medium,4.054862875056986,blurred,84.7310819290284,optimal,0.2881946726042893,low,False,True,> 1920x1080,Low (<0.4)
PIadwCT0019.JPG,1.919537,1,1,6.642432,1.617844581604004,1,37.680947485998175,high,0.2106275627905722,medium,21.016353645714716,blurred,78.29191401583034,optimal,0.3912349764117998,low,False,True,> 1920x1080,Low (<0.4)
PIfghghfCT0009.JPG,1.760832,1,1,6.642432,1.6192550659179688,1,44.28162377309745,high,0.1591729703567123,medium,15.787207255343079,blurred,127.32720229578564,optimal,0.3916843060650814,low,False,True,> 1920x1080,Low (<0.4)
PIghCT0005.JPG,2.324064,1,1,6.642432,1.5864496231079102,1,40.9534397161664,high,0.2109385931532133,medium,43.955521040930286,blurred,96.23734815802405,optimal,0.5149677517105751,low,False,True,> 1920x1080,Low (<0.4)
PfggfhgICT0034.JPG,2.010262,1,1,6.642432,1.5968103408813477,1,48.36695362578736,high,0.20544954071239882,medium,14.63461304477664,blurred,90.89644033992369,optimal,0.4242791314044625,low,False,True,> 1920x1080,Low (<0.4)
