filename,processing_time,file_size_mb,megapixels,width,height,codes_found,strategies_used,preprocessing_complexity,rotation_attempts,pixels_per_second,time_per_megapixel,overall_quality_score,contrast_score,contrast_category,sharpness_score,sharpness_category
05102009082.jpg,0.863328,0.27283668518066406,1.92,1600,1200,1,1,basic,0,2223951.962637607,0.44965,55.10402837756622,0.19431476813404844,medium,627.5723334243755,sharp
05102009081.jpg,0.930247,0.2800941467285156,1.92,1600,1200,1,1,basic,0,2063967.956897469,0.4845036458333334,51.431216498296585,0.19092792774104594,medium,476.1519048005983,moderate
05102009114.jpg,1.000921,0.3139505386352539,1.92,1600,1200,1,1,basic,0,1918233.3071241388,0.5213130208333333,59.50528469411696,0.23029738161853708,medium,691.092273123254,sharp
05102009111.jpg,1.018072,0.3044271469116211,1.92,1600,1200,1,1,basic,0,1885917.695408576,0.5302458333333334,53.80222083680552,0.19668725281692773,medium,426.16467849608074,moderate
05102009106.jpg,1.025671,0.33611392974853516,1.92,1600,1200,1,1,basic,0,1871945.2923988297,0.5342036458333334,53.44224230964646,0.17573068891820962,medium,493.0719761729035,moderate
05102009115.jpg,1.070671,0.3582315444946289,1.92,1200,1600,1,1,basic,0,1793267.9599989166,0.5576411458333334,64.51646963175209,0.2275176380476225,medium,922.5061307432458,sharp
05102009102.jpg,1.239421,0.3683280944824219,1.92,1600,1200,1,1,basic,0,1549110.4314030502,0.6455317708333335,62.08422729296795,0.1982088962000705,medium,789.229720440748,sharp
05102009083.jpg,1.643212,0.24466991424560547,1.92,1200,1600,1,1,basic,0,1168443.2684279326,0.8558395833333333,46.70622634940497,0.1819585609433242,medium,260.7483134532095,moderate
05102009122.jpg,1.661513,0.7096805572509766,3.145728,2048,1536,1,1,basic,0,1893291.2351573536,0.5281807581583658,56.69270840716618,0.22892319287781732,medium,594.558245335545,sharp
05102009121.jpg,1.767174,0.7894992828369141,3.145728,2048,1536,1,1,basic,0,1780089.5667319687,0.5617694854736328,63.77955827256375,0.20688699283830833,medium,919.3357617629118,sharp
05102009120.jpg,1.997872,0.7676877975463867,3.145728,2048,1536,1,1,basic,0,1574539.3098256544,0.6351064046223959,60.40241505602266,0.2039160103628858,medium,775.2902884879659,sharp
05102009118.jpg,2.335305,0.32147789001464844,1.92,1600,1200,1,1,basic,0,822162.4156159475,1.2163046875,61.722096276642645,0.2279483919364224,medium,808.2353486051363,sharp
05102009117.jpg,2.458866,0.3419523239135742,1.92,1600,1200,1,1,basic,0,780847.7566487966,1.2806593750000002,60.93660636178001,0.21022900983596668,medium,751.5877722740613,sharp
05102009101.jpg,2.478322,0.29811573028564453,1.92,1600,1200,1,1,basic,0,774717.7324011973,1.2907927083333333,49.72935490775123,0.1706353474928101,medium,483.46898228450397,moderate
05102009119.jpg,2.488612,0.33420562744140625,1.92,1600,1200,1,1,basic,0,771514.4024058392,1.2961520833333333,58.7293175217433,0.2170462304827554,medium,695.357991352725,sharp
05102009110.jpg,2.619278,0.3034982681274414,1.92,1600,1200,1,1,basic,0,733026.4294206266,1.3642072916666668,54.26566674612254,0.1985534265049999,medium,424.87025410924394,moderate
05102009108.jpg,2.763827,0.334075927734375,1.92,1600,1200,1,1,basic,0,694688.9222805913,1.4394932291666667,53.25646631901343,0.17144724774950187,medium,498.7504720389513,moderate
05102009104.jpg,3.3336,0.38520240783691406,1.92,1600,1200,1,1,basic,0,575953.9236861051,1.73625,62.93997981418492,0.2016768768454684,medium,827.5040832430003,sharp
05102009105.jpg,4.01892,0.39214038848876953,1.92,1600,1200,1,2,none,1,477740.2884356992,2.0931875,64.25316183776314,0.206835156652735,medium,902.8140381708525,sharp
05102009103.jpg,4.068733,0.41265010833740234,1.92,1200,1600,1,2,none,1,471891.3725722479,2.1191317708333335,65.5798650346677,0.19623246826340815,medium,976.7243890592168,sharp
