filename,processing_time,file_size_mb,megapixels,width,height,codes_found,strategies_used,preprocessing_complexity,rotation_attempts,pixels_per_second,time_per_megapixel,overall_quality_score,contrast_score,contrast_category,sharpness_score,sharpness_category
05102009225.jpg,0.546895,0.16930103302001953,1.92,1600,1200,1,1,basic,0,3510728.7504914105,0.28484114583333336,42.77913352873616,0.18449979762592153,medium,62.223698436950656,blurred
05102009227.jpg,0.557174,0.16147708892822266,1.92,1600,1200,1,1,basic,0,3445961.225757125,0.2901947916666667,40.8783540669433,0.16870923733665447,medium,76.24123254501707,blurred
05102009226.jpg,0.581212,0.1966571807861328,1.92,1600,1200,1,1,basic,0,3303441.773397659,0.30271458333333334,43.56203815624485,0.1782564377259748,medium,215.22103843604168,moderate
05102009228.jpg,0.634477,0.2013101577758789,1.92,1200,1600,1,1,basic,0,3026114.421799372,0.3304567708333333,44.719022284644275,0.16983157601992674,medium,203.07813092193985,moderate
06102009242.jpg,0.64664,0.16152667999267578,1.92,1600,1200,1,1,basic,0,2969194.6059631323,0.33679166666666666,45.35878877904494,0.247465717601747,medium,95.45748851157529,blurred
06102009249.jpg,0.65503,0.17171955108642578,1.92,1600,1200,1,1,basic,0,2931163.4581622216,0.34116145833333333,45.25900543364463,0.25678265267165323,medium,138.09584185025375,moderate
05102009218.jpg,0.673802,0.18814468383789062,1.92,1600,1200,1,1,basic,0,2849501.7824227293,0.35093854166666666,50.369157782876,0.24527242154873066,medium,191.7026921632483,moderate
06102009251.jpg,0.675595,0.18593406677246094,1.92,1600,1200,1,1,basic,0,2841939.3275557104,0.3518723958333333,48.94063568919763,0.26191081838125985,medium,184.51050650882135,moderate
06102009244.jpg,0.67949,0.1872262954711914,1.92,1600,1200,1,1,basic,0,2825648.6482508937,0.3539010416666667,43.785226464368364,0.24039129408955986,medium,138.05508351626926,moderate
06102009250.jpg,0.685762,0.19576263427734375,1.92,1600,1200,1,1,basic,0,2799805.1802228764,0.35716770833333333,47.042762944072614,0.2559487544056494,medium,237.51269150257127,moderate
06102009243.jpg,0.702237,0.20781421661376953,1.92,1600,1200,1,1,basic,0,2734119.6775447605,0.3657484375,48.732156300888086,0.25360112215673747,medium,207.69865475092203,moderate
05102009219.jpg,0.70907,0.20616817474365234,1.92,1600,1200,1,1,basic,0,2707772.1522557717,0.36930729166666665,44.90377076022777,0.24596649034215035,medium,89.72993697395387,blurred
06102009245.jpg,0.735096,0.2065134048461914,1.92,1600,1200,1,1,basic,0,2611903.7513467628,0.3828625,49.32455113595593,0.250690402789706,medium,251.84130151532946,moderate
05102009224.jpg,0.741573,0.21099090576171875,1.92,1600,1200,1,1,basic,0,2589091.0267768647,0.3862359375,46.680482991395344,0.19181359054134658,medium,211.29979786173502,moderate
05102009220.jpg,0.775475,0.2484140396118164,1.92,1600,1200,1,1,basic,0,2475901.8665978913,0.4038932291666667,48.790053591720536,0.24254900488496572,medium,248.45622886145395,moderate
06102009241.jpg,1.047238,0.17373180389404297,1.92,1600,1200,1,1,basic,0,1833394.1281733476,0.5454364583333333,47.89048757712955,0.2524081529648425,medium,149.42502640950485,moderate
06102009248.jpg,1.098797,0.2098674774169922,1.92,1600,1200,1,1,basic,0,1747365.5279364614,0.5722901041666667,50.17962438585718,0.25956835958338187,medium,287.05929323616306,moderate
06102009252.jpg,1.100623,0.2164297103881836,1.92,1600,1200,1,1,basic,0,1744466.543039715,0.5732411458333333,50.097926305027826,0.2559036328644786,medium,225.96393696277957,moderate
06102009246.jpg,1.110736,0.198333740234375,1.92,1600,1200,1,1,basic,0,1728583.569813169,0.5785083333333333,49.67743207134038,0.24239567587821015,medium,230.969738445308,moderate
05102009229.jpg,1.232459,0.20151710510253906,1.92,1200,1600,1,1,basic,0,1557861.1540018776,0.6419057291666667,43.0868281915116,0.17954761856987372,medium,187.0809682281573,moderate
06102009240.jpg,1.484394,0.13164043426513672,1.92,1600,1200,1,1,basic,0,1293457.1279592884,0.7731218750000001,48.44969949981449,0.25458642649308094,medium,22.33368622371418,blurred
05102009223.jpg,1.58203,0.1979227066040039,1.92,1600,1200,1,1,basic,0,1213630.5885476256,0.8239739583333334,44.71175149364235,0.17980784914292416,medium,161.30507630884082,moderate
06102009253.jpg,1.590291,0.16499042510986328,1.92,1600,1200,1,1,basic,0,1207326.2063358217,0.8282765624999999,43.71099863972486,0.23795319944839113,medium,71.58864188327881,blurred
06102009255.jpg,1.604781,0.2073974609375,1.92,1600,1200,1,1,basic,0,1196424.932747833,0.8358234375,46.76811558748676,0.19428193579609299,medium,111.30933437491214,moderate
06102009247.jpg,1.662831,0.16343116760253906,1.92,1600,1200,1,1,basic,0,1154657.3283755234,0.8660578125,49.38740533444148,0.26442522916291084,medium,139.3552559991047,moderate
05102009222.jpg,2.125395,0.25713539123535156,1.92,1600,1200,1,1,basic,0,903361.4928048667,1.1069765625,51.877985097037424,0.26007926885321253,medium,380.3823191983265,moderate
