filename,processing_time,file_size_mb,megapixels,width,height,codes_found,strategies_used,preprocessing_complexity,rotation_attempts,pixels_per_second,time_per_megapixel,overall_quality_score,resolution_category,contrast_score,contrast_category,sharpness_score,sharpness_category,noise_level,noise_category,brightness_level,lighting_category,lighting_uniformity,avg_saturation,edge_density,entropy,avg_angle_deviation,distortion_category
PICT0018.JPG,1.69538,1.506429672241211,6.642432,2976,2232,1,1,basic,0,3780125.074052512,0.2645415113018846,50.17975867484912,high,0.20433570620166747,medium,12.046702618132818,blurred,0.3337265761552809,low,103.48133861212278,optimal,0.5035265853752791,94.82921014471808,0.007837340299456584,6.7125193555308424,2.2568839,minimal
PICT0013.JPG,1.820192,1.588984489440918,6.642432,2976,2232,1,1,basic,0,3525224.252729722,0.2836698968088796,48.75964552496792,high,0.23411767270248734,medium,9.365195555953465,blurred,0.34742347692091974,low,92.72435532648284,optimal,0.6438438566537379,70.99119810334528,0.0036977420318341234,7.106837708046752,3.0500007,minimal
PICT0016.JPG,1.821728,1.5800657272338867,6.642432,2976,2232,1,1,basic,0,3521755.312775368,0.28394931254094885,41.21938619350696,high,0.2013027661439579,medium,24.206225068862192,blurred,0.3694376692568721,low,101.68825665057618,optimal,0.5047997385096129,99.12449491391105,0.009963519385670791,6.550259474843767,22.65784,severe
PICT0011.JPG,1.837038,1.5385732650756836,6.642432,2976,2232,1,1,basic,0,3495205.5864928192,0.28610620327012753,48.44205953483529,high,0.18703006733557834,medium,11.981145869141033,blurred,0.3375824456922254,low,91.32094555126797,optimal,0.5222533218712416,99.66840819747948,0.005080518701583998,6.676694660122888,1.0409847,minimal
PICT0012.JPG,1.839414,1.5674123764038086,6.642432,2976,2232,1,1,basic,0,3490160.7198027726,0.2865197566192623,39.98331005050977,high,0.189885169320281,medium,16.556478250573363,blurred,0.3598651145432887,low,96.78610409560835,optimal,0.5002858481506823,102.89746541628126,0.0122182658399815,6.665934809889899,31.93977,severe
PICT0017.JPG,1.870871,1.5917606353759766,6.642432,2976,2232,1,1,basic,0,3432893.163963478,0.2912994818765175,41.67748190247653,high,0.20251311096652763,medium,30.99131354993507,blurred,0.3935260977940384,low,103.48790834441361,optimal,0.4990036432527064,98.87984581550853,0.012885792432651174,6.681766281067982,29.317532,severe
PICT0030.JPG,1.879963,1.4915924072265625,6.642432,2976,2232,2,1,basic,0,3413347.36541356,0.2929675456218445,48.3957596111278,high,0.23402479885946484,medium,6.8184402885815025,blurred,0.32646133204598765,low,87.88965803488843,optimal,0.6789914199629107,69.92557861337534,0.004934036208424866,7.151902466912405,2.1709468,minimal
PICT0015.JPG,1.884474,1.5692577362060547,6.642432,2976,2232,1,1,basic,0,3414529.9826303124,0.29286607676224613,47.21898486079543,high,0.1728661542723465,medium,15.991657382110754,blurred,0.3573164774421919,low,108.81513819034956,optimal,0.40509868454458975,101.72841919947393,0.013280376825837284,6.809297611212633,8.42837,moderate
PICT0027.JPG,1.905622,1.5908870697021484,6.642432,2976,2232,1,1,basic,0,3373357.994521316,0.29644052058041387,42.972582366569846,high,0.25896208093868994,medium,8.029591420343708,blurred,0.35516457077097985,low,106.16258894332678,optimal,0.6220207259133239,96.67663816505761,0.005937885401009751,7.50376409743307,22.108345,severe
PICT0022.JPG,1.928158,1.6165761947631836,6.642432,2976,2232,1,1,basic,0,3333049.9940037103,0.30002550270744205,39.79578271636223,high,0.247396487405645,medium,19.949720524001087,blurred,0.4046177306779411,low,86.16925096109377,optimal,0.7321185177404345,86.8308599922438,0.013073675424904613,7.3811695528987835,26.38061,severe
PICT0021.JPG,2.051209,1.6069965362548828,6.642432,2976,2232,2,1,basic,0,3136674.4629821405,0.31880898442016414,48.15787052461671,high,0.22850600455104556,medium,11.576385724603961,blurred,0.36944472448204624,low,84.1825998369272,optimal,0.6921742886700033,72.51951770074575,0.006350083824719621,7.29859517542671,1.3597175,minimal
