filename,processing_time,file_size_mb,megapixels,width,height,codes_found,strategies_used,preprocessing_complexity,rotation_attempts,pixels_per_second,time_per_megapixel
PICT0018.JPG,1.698326,1.506429672241211,6.642432,2976,2232,1,1,basic,0,3767033.0617601257,0.2654609034763171
PICT0016.JPG,1.794788,1.5800657272338867,6.642432,2976,2232,1,1,basic,0,3575448.2476490885,0.2796852116815046
PICT0012.JPG,1.821924,1.5674123764038086,6.642432,2976,2232,1,1,basic,0,3519458.286640757,0.28413463622962193
PICT0013.JPG,1.828639,1.588984489440918,6.642432,2976,2232,1,1,basic,0,3506549.409199105,0.28518063865764826
PICT0027.JPG,1.843816,1.5908870697021484,6.642432,2976,2232,1,1,basic,0,3478119.1730762282,0.287511712577562
PICT0009.JPG,1.850031,1.5785341262817383,6.642432,2976,2232,1,1,basic,0,3473279.6566476924,0.2879123188615254
PICT0017.JPG,1.856435,1.5917606353759766,6.642432,2976,2232,1,1,basic,0,3456017.9813630665,0.2893503463791575
PICT0011.JPG,1.861655,1.5385732650756836,6.642432,2976,2232,1,1,basic,0,3450778.946318473,0.2897896433113655
PICT0010.JPG,1.864484,1.5330991744995117,6.642432,2976,2232,1,1,basic,0,3445607.602875199,0.29022457437275984
PICT0015.JPG,1.929355,1.5692577362060547,6.642432,2976,2232,1,1,basic,0,3330210.8996399273,0.3002812825182102
PICT0022.JPG,1.98242,1.6165761947631836,6.642432,2976,2232,1,1,basic,0,3245856.939437089,0.30808505077658305
PICT0021.JPG,1.984962,1.6069965362548828,6.642432,2976,2232,2,1,basic,0,3242032.595878269,0.3084484718849963
PICT0020.JPG,1.996502,1.5627574920654297,6.642432,2976,2232,1,1,basic,0,3223741.344827134,0.31019858389216476
PICT0014.JPG,2.037743,1.6083288192749023,6.642432,2976,2232,1,1,basic,0,3160829.204505007,0.31637267795891627
PICT0008.JPG,2.087248,1.5685596466064453,6.642432,2976,2232,1,1,basic,0,3030690.9361679996,0.3299577624580876
PICT0023.JPG,2.104025,1.5786762237548828,6.642432,2976,2232,1,1,basic,0,3062242.1789280544,0.3265581040197325
PICT0019.JPG,2.157401,1.5747346878051758,6.642432,2976,2232,1,1,basic,0,2992814.468384201,0.33413364261764367
PICT0025.JPG,2.166299,1.5876693725585938,6.642432,2976,2232,1,1,basic,0,2974161.1369314673,0.33622926060816277
PICT0024.JPG,2.183312,1.6087408065795898,6.642432,2976,2232,1,1,basic,0,2956437.4441698277,0.33824493799861255
PICT0005.JPG,2.223199,1.6179418563842773,6.642432,2976,2232,1,1,basic,0,2834724.784560845,0.35276793198635675
