filename,processing_time,file_size_mb,megapixels,width,height,codes_found,strategies_used,preprocessing_complexity,rotation_attempts,pixels_per_second,time_per_megapixel
PICT0018.JPG,1.74133,1.506429672241211,6.642432,2976,2232,1,1,basic,0,3682847.7062429693,0.2715290122653871
PICT0012.JPG,1.883845,1.5674123764038086,6.642432,2976,2232,1,1,basic,0,3412447.7917114045,0.2930447763710641
PICT0016.JPG,1.888091,1.5800657272338867,6.642432,2976,2232,1,1,basic,0,3405881.0952051575,0.2936097802732493
PICT0013.JPG,1.898349,1.588984489440918,6.642432,2976,2232,1,1,basic,0,3375842.1904040226,0.29622237758700426
PICT0010.JPG,1.928802,1.5330991744995117,6.642432,2976,2232,1,1,basic,0,3329922.08128151,0.30030732719582226
PICT0027.JPG,1.955827,1.5908870697021484,6.642432,2976,2232,1,1,basic,0,3284488.8457270795,0.30446137800131035
PICT0011.JPG,1.968189,1.5385732650756836,6.642432,2976,2232,1,1,basic,0,3264651.0240321076,0.3063114533953829
PICT0017.JPG,1.970092,1.5917606353759766,6.642432,2976,2232,1,1,basic,0,3264590.05323167,0.30631717419162136
PICT0009.JPG,1.999579,1.5785341262817383,6.642432,2976,2232,1,1,basic,0,3219747.2745172274,0.31058338271283764
PICT0014.JPG,2.100059,1.6083288192749023,6.642432,2976,2232,1,1,basic,0,3058883.124370833,0.32691670761552394
PICT0021.JPG,2.127685,1.6069965362548828,6.642432,2976,2232,2,1,basic,0,3032734.694063906,0.32973540414113384
PICT0023.JPG,2.135195,1.5786762237548828,6.642432,2976,2232,1,1,basic,0,3019108.87083945,0.3312235638994874
PICT0005.JPG,2.187133,1.6179418563842773,6.642432,2976,2232,1,1,basic,0,2924125.5927550495,0.34198257505684665
PICT0019.JPG,2.193382,1.5747346878051758,6.642432,2976,2232,1,1,basic,0,2940017.7133177863,0.34013400513546843
PICT0022.JPG,2.194932,1.6165761947631836,6.642432,2976,2232,1,1,basic,0,2939042.072646519,0.3402469155875438
PICT0020.JPG,2.22096,1.5627574920654297,6.642432,2976,2232,1,1,basic,0,2908484.5862969453,0.34382166050025054
PICT0024.JPG,2.248701,1.6087408065795898,6.642432,2976,2232,1,1,basic,0,2873080.142130794,0.34805851230392726
PICT0025.JPG,2.255359,1.5876693725585938,6.642432,2976,2232,1,1,basic,0,2863107.3685952807,0.349270869464678
PICT0008.JPG,2.301503,1.5685596466064453,6.642432,2976,2232,1,1,basic,0,2810539.557188983,0.3558035671272209
PICT0015.JPG,2.448349,1.5692577362060547,6.642432,2976,2232,1,1,basic,0,2644613.989902388,0.3781270173334104
